,Unnamed: 0,2023-03-14 14:00:00+00:00,2023-03-14 15:00:00+00:00,2023-03-14 16:00:00+00:00,2023-03-14 17:00:00+00:00,2023-03-14 18:00:00+00:00,2023-03-14 19:00:00+00:00,2023-03-14 20:00:00+00:00,2023-03-14 21:00:00+00:00
172,,0.5716,0.5288,0.5292,0.5104,1.0344,0.0,0.0,0.0
173,,0.5716,0.5288,0.5292,0.5104,1.0344,0.0,0.0,0.0
174,,0.5716,0.5288,0.5292,0.5104,1.0344,0.0,0.0,0.0
175,,0.5716,0.5288,0.5292,0.5104,1.0344,0.0,0.0,0.0
176,,0.5716,0.5288,0.5292,0.5104,1.0344,0.0,0.0,0.0
177,,0.5716,0.5288,0.5292,0.5104,1.0344,0.0,0.0,0.0
178,,0.5716,0.5288,0.5292,0.5104,1.0344,0.0,0.0,0.0
179,,0.5716,0.5288,0.5292,0.5104,1.0344,0.0,0.0,0.0
180,,0.5716,0.5288,0.5292,0.5104,1.0344,0.0,0.0,0.0
181,,0.5716,0.5288,0.5292,0.5104,1.0344,0.0,0.0,0.0
182,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
183,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
184,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
185,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
186,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
187,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
188,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
189,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
190,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
191,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
192,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
193,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
194,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
195,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
196,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
197,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
198,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
199,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
200,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
201,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
202,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
203,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
204,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
205,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
206,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
207,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
208,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
209,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
210,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
211,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
212,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
213,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
214,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
215,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
216,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
217,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
218,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
219,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
220,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
221,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
222,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
223,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
224,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
225,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
226,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
227,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
228,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
229,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
230,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
231,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
232,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
233,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
234,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
235,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
236,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
237,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
238,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
239,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
240,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
241,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
242,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
243,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
244,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
245,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
246,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
247,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
248,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
249,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
250,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
251,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
252,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
253,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
254,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
255,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
256,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
257,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
258,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
259,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
260,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
261,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
262,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
263,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
264,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
265,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
266,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
267,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
268,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
269,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
270,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
271,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
272,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
273,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
274,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
275,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
276,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
277,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
278,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
279,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
280,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
281,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
282,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
283,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
284,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
285,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
286,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
287,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
288,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
289,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
290,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
291,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
292,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
293,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
294,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
295,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
296,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
297,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
298,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
299,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
300,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
301,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
302,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
303,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
304,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
305,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
306,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
307,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
308,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
309,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
310,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
311,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
312,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
313,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
314,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
315,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
316,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
317,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
318,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
319,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
320,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
321,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
322,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
323,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
324,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
325,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
326,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
327,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
328,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
329,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
330,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
331,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
332,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
333,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
334,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
335,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
336,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
337,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
338,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
339,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
340,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
341,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
342,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
