,Unnamed: 0,2023-03-14 14:00:00+00:00,2023-03-14 15:00:00+00:00,2023-03-14 16:00:00+00:00,2023-03-14 17:00:00+00:00,2023-03-14 18:00:00+00:00,2023-03-14 19:00:00+00:00,2023-03-14 20:00:00+00:00,2023-03-14 21:00:00+00:00
343,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
344,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
345,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
346,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
347,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
348,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
349,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
350,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
351,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
352,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
353,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
354,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
355,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
356,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
357,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
358,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
359,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
360,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
361,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
362,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
363,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
364,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
365,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
366,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
367,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
368,,0.518,0.4391,0.3378,0.32889999999999997,0.2532,0.0006,0.0012000000000000001,0.0012
369,,0.5716,0.5288,0.5292,0.5104,1.0344,0.0,0.0,0.0
370,,0.5716,0.5288,0.5292,0.5104,1.0344,0.0,0.0,0.0
371,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
372,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
373,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
374,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
375,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
376,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
377,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
378,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
379,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
380,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
381,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
382,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
383,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
384,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
385,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
386,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
387,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
388,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
389,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
390,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
391,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
392,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
393,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
394,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
395,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
396,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
397,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
398,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
399,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
400,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
401,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
402,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
403,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
404,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
405,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
406,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
407,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
408,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
409,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
410,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
411,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
412,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
413,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
414,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
415,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
416,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
417,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
418,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
419,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
420,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
421,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
422,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
423,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
424,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
425,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
426,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
427,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
428,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
429,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
430,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
431,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
432,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
433,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
434,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
435,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
436,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
437,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
438,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
439,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
440,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
441,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
442,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
443,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
444,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
445,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
446,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
447,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
448,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
449,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
450,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
451,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
452,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
453,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
454,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
455,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
456,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
457,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
458,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
459,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
460,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
461,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
462,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
463,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
464,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
465,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
466,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
467,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
468,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
469,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
470,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
471,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
472,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
473,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
474,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
475,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
476,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
477,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
478,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
479,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
480,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
481,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
482,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
483,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
484,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
485,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
486,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
487,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
488,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
489,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
490,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
491,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
492,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
493,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
494,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
495,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
496,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
497,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
498,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
499,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
500,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
501,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
502,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
503,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
504,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
505,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
506,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
507,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
508,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
509,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
510,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
511,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
512,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
513,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
514,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
515,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
516,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
517,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
518,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
519,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
520,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
521,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
522,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
523,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
524,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
525,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
526,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
527,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
528,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
529,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
530,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
531,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
532,,0.8215999999999999,0.6622,0.5701,0.44630000000000003,1.0619999999999998,0.0006,0.001,0.0006
533,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
534,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
535,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
536,,0.8233999999999999,0.6859,0.6691,0.5334,1.4167999999999998,0.0,0.0,0.0
537,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
538,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
539,,0.5716,0.5288,0.5292,0.5104,1.0344,0.0,0.0,0.0
540,,0.5716,0.5288,0.5292,0.5104,1.0344,0.0,0.0,0.0
541,,0.5716,0.5288,0.5292,0.5104,1.0344,0.0,0.0,0.0
542,,0.5716,0.5288,0.5292,0.5104,1.0344,0.0,0.0,0.0
543,,0.5716,0.5288,0.5292,0.5104,1.0344,0.0,0.0,0.0
544,,0.5716,0.5288,0.5292,0.5104,1.0344,0.0,0.0,0.0
545,,0.5716,0.5288,0.5292,0.5104,1.0344,0.0,0.0,0.0
546,,0.5716,0.5288,0.5292,0.5104,1.0344,0.0,0.0,0.0
547,,0.5716,0.5288,0.5292,0.5104,1.0344,0.0,0.0,0.0
548,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
549,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
550,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
551,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
552,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
553,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
554,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
555,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
556,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
557,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
558,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
559,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
560,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
561,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
562,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
563,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
564,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
565,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
566,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
567,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
568,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
569,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
570,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
571,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
572,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
573,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
574,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
575,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
576,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
577,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
578,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
579,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
580,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
581,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
582,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
583,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
584,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
585,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
586,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
587,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
588,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
589,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
590,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
591,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
592,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
593,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
594,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
595,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
596,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
597,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
598,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
599,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
600,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
601,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
602,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
603,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
604,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
605,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
606,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
607,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
608,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
609,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
610,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
611,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
612,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
613,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
614,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
615,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
616,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
617,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
618,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
619,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
620,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
621,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
622,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
623,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
624,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
625,,0.8215999999999999,0.6622,0.5701,0.44630000000000003,1.0619999999999998,0.0006,0.001,0.0006
626,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
627,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
628,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
629,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
630,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
631,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
632,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
633,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
634,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
635,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
636,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
637,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
638,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
639,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
640,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
641,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
642,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
643,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
644,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
645,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
646,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
647,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
648,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
649,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
650,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
651,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
652,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
653,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
654,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
655,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
656,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
657,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
658,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
659,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
660,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
661,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
662,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
663,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
664,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
665,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
666,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
667,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
668,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
669,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
670,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
671,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
672,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
673,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
674,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
675,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
676,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
677,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
678,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
679,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
680,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
681,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
682,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
683,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
684,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
685,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
686,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
687,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
688,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
689,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
690,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
691,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
692,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
