,elevation edges,length
127,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
128,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
129,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
130,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
131,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
132,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
133,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
134,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
135,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
136,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
137,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
138,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
139,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
140,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
141,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
142,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
143,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
144,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
145,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
146,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
147,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
148,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
149,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
150,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
151,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
152,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
153,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
154,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
155,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
156,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
